environment | time (s),ADPg | ADPg (mM),ADPn | ADPn (mM),AMPg | AMPg (mM),AMPn | AMPn (mM),ATPg | ATPg (mM),ATPg | ATPg' (mM/s),ATPn | ATPn (mM),ATPn | ATPn' (mM/s),BOLD | BOLD (dimensionless),CO2c | CO2c (mM),CO2c | CO2c' (mM/s),CRg | CRg (mM),CRg | PCrg_tot (mM),CRn | CRn (mM),CRn | PCrn_tot (mM),dAMP_dATPg | dAMP_dATPg (dimensionless),dAMP_dATPn | dAMP_dATPn (dimensionless),dHb | dHb (mM),dHb | dHb' (mM/s),F6Pg | F6Pg (mM),F6Pg | F6Pg' (mM/s),F6Pn | F6Pn (mM),F6Pn | F6Pn' (mM/s),Fin_t | CBF0 (per_s),Fin_t | Fin_t (per_s),Fout_t | Fout_t (per_s),G6Pg | G6Pg (mM),G6Pg | G6Pg' (mM/s),G6Pn | G6Pn (mM),G6Pn | G6Pn' (mM/s),GAPg | GAPg (mM),GAPg | GAPg' (mM/s),GAPn | GAPn (mM),GAPn | GAPn' (mM/s),GLCc | GLCc (mM),GLCc | GLCc' (mM/s),GLCe | GLCe (mM),GLCe | GLCe' (mM/s),GLCg | GLCg (mM),GLCg | GLCg' (mM/s),GLCn | GLCn (mM),GLCn | GLCn' (mM/s),GLUg | GLUg' (mM/s),GLUn | GLUn (mM),GLUn | GLUn' (mM/s),GLYg | GLYg (mM),GLYg | GLYg' (mM/s),LACc | LACc (mM),LACc | LACc' (mM/s),LACe | LACe (mM),LACe | LACe' (mM/s),LACg | LACg (mM),LACg | LACg' (mM/s),LACn | LACn (mM),LACn | LACn' (mM/s),NADg | NADg (mM),NADg | NADH_g_tot (mM),NADHg | NADHg (mM),NADHg | NADHg' (mM/s),NADHn | NADHn (mM),NADHn | NADHn' (mM/s),NADn | NADH_n_tot (mM),NADn | NADn (mM),NAg | NAg (mM),NAg | NAg' (mM/s),NAn | NAn (mM),NAn | NAn' (mM/s),O2c | O2c (mM),O2c | O2c' (mM/s),O2g | O2g (mM),O2g | O2g' (mM/s),O2n | O2n (mM),O2n | O2n' (mM/s),PCrg | PCrg (mM),PCrg | PCrg' (mM/s),PCrn | PCrn (mM),PCrn | PCrn' (mM/s),PEPg | PEPg (mM),PEPg | PEPg' (mM/s),PEPn | PEPn (mM),PEPn | PEPn' (mM/s),PYRg | PYRg (mM),PYRg | PYRg' (mM/s),PYRn | PYRn (mM),PYRn | PYRn' (mM/s),u_g | u_g (dimensionless),u_n | u_n (dimensionless),unitstepSB | unitstepSB (dimensionless),unitstepSB2 | unitstepSB2 (dimensionless),V_en_GLC | Km_en_GLC (mM),V_en_GLC | V_en_GLC (mM_per_s),V_en_GLC | Vm_en_GLC (mM_per_s),v_stim | unitpulseSB (dimensionless),v_stim | v_stim (mM_per_s),Vc_CO2 | Vc_CO2 (mM_per_s),Vc_GLC | Vc_GLC (mM_per_s),Vc_LAC | Vc_LAC (mM_per_s),Vc_O2 | Vc_O2 (mM_per_s),Vce_GLC | Km_ce_GLC (mM),Vce_GLC | Vce_GLC (mM_per_s),Vce_GLC | Vm_ce_GLC (mM_per_s),Vcg_GLC | Km_cg_GLC (mM),Vcg_GLC | Vcg_GLC (mM_per_s),Vcg_GLC | Vm_cg_GLC (mM_per_s),Vcg_O2 | PScapg (per_s),Vcg_O2 | Vcg_O2 (mM_per_s),Vcn_O2 | nh_O2 (dimensionless),Vcn_O2 | PScapn (per_s),Vcn_O2 | Vcn_O2 (mM_per_s),Vec_LAC | Km_ec_LAC (mM),Vec_LAC | Vec_LAC (mM_per_s),Vec_LAC | Vm_ec_LAC (mM_per_s),Veg_GLC | Km_eg_GLC (mM),Veg_GLC | Veg_GLC (mM_per_s),Veg_GLC | Vm_eg_GLC (mM_per_s),Veg_GLU | Veg_GLU (mM_per_s),Veg_GLU | Vmax_eg_GLU (mM_per_s),Vg_ATPase | Vg_ATPase (mM_per_s),Vg_ATPase | Vmax_g_ATPase (mM_per_s),Vg_ck | kfg_ck (per_mM_per_s),Vg_ck | krg_ck (per_mM_per_s),Vg_ck | Vg_ck (mM_per_s),Vg_glyp | deltaVt_GLY (dimensionless),Vg_glyp | Km_GLY (mM),Vg_glyp | Vg_glyp (mM_per_s),Vg_glyp | Vmax_glyp (mM_per_s),Vg_glys | Km_G6P_glys (mM),Vg_glys | Vg_glys (mM_per_s),Vg_glys | Vmax_glys (mM_per_s),Vg_gs | Vg_gs (mM_per_s),Vg_gs | Vmax_g_gs (mM_per_s),Vg_hk | Vg_hk (mM_per_s),Vg_hk | Vmax_g_hk (mM_per_s),Vg_ldh | kfg_ldh (per_mM_per_s),Vg_ldh | krg_ldh (per_mM_per_s),Vg_ldh | Vg_ldh (mM_per_s),Vg_leak_Na | gg_NA (mS_per_cm2),Vg_leak_Na | Vg_leak_Na (mM_per_s),Vg_mito | Vg_mito (mM_per_s),Vg_mito | Vmax_g_mito (mM_per_s),Vg_pfk | kg_pfk (per_s),Vg_pfk | Vg_pfk (mM_per_s),Vg_pgi | Vg_pgi (mM_per_s),Vg_pgi | Vmaxf_g_pgi (mM_per_s),Vg_pgi | Vmaxr_g_pgi (mM_per_s),Vg_pgk | kg_pgk (per_mM_per_s),Vg_pgk | Vg_pgk (mM_per_s),Vg_pk | kg_pk (per_mM_per_s),Vg_pk | Vg_pk (mM_per_s),Vg_pump | Vg_pump (mM_per_s),Vgc_CO2 | Vgc_CO2 (mM_per_s),Vgc_LAC | Km_gc_LAC (mM),Vgc_LAC | Vgc_LAC (mM_per_s),Vgc_LAC | Vmax_gc_LAC (mM_per_s),Vge_LAC | Km_ge_LAC (mM),Vge_LAC | Vge_LAC (mM_per_s),Vge_LAC | Vmax_ge_LAC (mM_per_s),Vn_ATPase | Vmax_n_ATPase (mM_per_s),Vn_ATPase | Vn_ATPase (mM_per_s),Vn_ck | kfn_ck (per_mM_per_s),Vn_ck | krn_ck (per_mM_per_s),Vn_ck | Vn_ck (mM_per_s),Vn_hk | Vmax_n_hk (mM_per_s),Vn_hk | Vn_hk (mM_per_s),Vn_ldh | kfn_ldh (per_mM_per_s),Vn_ldh | krn_ldh (per_mM_per_s),Vn_ldh | Vn_ldh (mM_per_s),Vn_leak_Na | gn_NA (mS_per_cm2),Vn_leak_Na | Vn_leak_Na (mM_per_s),Vn_mito | Vmax_n_mito (mM_per_s),Vn_mito | Vn_mito (mM_per_s),Vn_pfk | kn_pfk (per_s),Vn_pfk | Vn_pfk (mM_per_s),Vn_pgi | Vmaxf_n_pgi (mM_per_s),Vn_pgi | Vmaxr_n_pgi (mM_per_s),Vn_pgi | Vn_pgi (mM_per_s),Vn_pgk | kn_pgk (per_mM_per_s),Vn_pgk | Vn_pgk (mM_per_s),Vn_pk | kn_pk (per_mM_per_s),Vn_pk | Vn_pk (mM_per_s),Vn_pump | Vn_pump (mM_per_s),Vn_stim | Vn_stim (mM_per_s),Vn_stim_GLU | Vn_stim_GLU (mM_per_s),Vnc_CO2 | Vnc_CO2 (mM_per_s),Vne_LAC | Km_ne_LAC (mM),Vne_LAC | Vmax_ne_LAC (mM_per_s),Vne_LAC | Vne_LAC (mM_per_s),Vv | Vv (dimensionless),Vv | Vv' (dimensionless/s)
10,0.13011,0.113612,0.00821216,0.00621023,2.24068,1.69E-05,2.25918,9.66E-09,0.0417936,2.11981,1.68E-06,0.318593,5,0.747381,5,-0.115339,-0.101028,0.0217618,-3.14E-06,0.111614,2.24E-07,0.109106,1.54E-07,0.012,0.012,0.0120032,0.732577,6.23E-07,0.727511,7.96E-07,0.0697305,2.20E-06,0.0418099,1.06E-06,4.64012,-1.86E-07,0.333839,-4.03E-06,0.165597,-1.08E-06,0.263268,-3.18E-06,0,3,0,2.50056,5.57E-05,0.325151,1.54E-07,0.398606,1.15E-06,0.46519,-5.08E-06,0.385609,2.36E-06,0.175533,0.22,0.0444674,-7.00E-07,0.0319264,4.21E-07,0.22,0.188074,13.3601,8.42E-06,15.533,2.88E-06,7.42017,4.79E-06,0.158958,5.12E-07,0.0975443,5.62E-07,4.68141,-2.70E-06,4.25262,-2.28E-05,0.0253467,3.93E-07,0.00369184,3.88E-08,0.171121,-1.09E-06,0.0388346,3.83E-07,1.07358,1.04158,0,0,5.32,0.00599625,0.50417,0,0,4.01371,0.697652,-0.0530214,4.01378,8.4568,0.0154678,0.0489,9.92,0.00297413,0.0098394,0.2457,0.0180344,2.7,0.2202,0.0390311,0.764818,0.00143983,0.0325,3.53,0.00158419,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,2.70E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.0045594,0.050461,6.2613,0.54682,0.00299299,0.00325,0.190379,0.0060113,0.008454,0.403,0.0045029,0.00450312,0.5,0.45,0.2514,0.00900359,2.73,0.0090032,0.0634567,0.0180339,0.12862,1.46E-05,0.00021856,0.22163,0.00298347,0.086124,0.04889,0.0488684,0.0524681,0.015,2.28E-05,0.0513,0.00599944,5.3,0.1046,-0.00101469,0.0039,0.474906,0.05557,0.0130102,0.55783,0.00599849,0.5,0.45,0.00599864,0.4287,0.0119959,28.6,0.0119959,0.158301,0,0,0.0390305,0.09314,0.1978,-0.00101704,0.0236581,-3.15E-06
11,0.130097,0.113612,0.00821037,0.00621022,2.24069,1.40E-05,2.25918,7.89E-09,0.0417939,2.11981,1.66E-06,0.318595,5,0.747403,5,-0.115327,-0.101028,0.0217588,-2.93E-06,0.111614,2.15E-07,0.109107,1.36E-07,0.012,0.012,0.012003,0.732578,6.83E-07,0.727512,7.05E-07,0.0697328,2.52E-06,0.041811,9.62E-07,4.64012,-1.78E-07,0.333835,-3.84E-06,0.165595,-1.07E-06,0.263265,-3.14E-06,0,3,0,2.50061,5.57E-05,0.325151,1.38E-07,0.398607,1.04E-06,0.465184,-5.45E-06,0.385612,2.36E-06,0.175533,0.22,0.0444668,-5.38E-07,0.0319268,3.79E-07,0.22,0.188073,13.3601,8.07E-06,15.533,2.77E-06,7.42018,3.26E-06,0.158959,3.76E-07,0.0975447,3.48E-07,4.6814,-9.51E-07,4.2526,-2.19E-05,0.0253473,6.66E-07,0.00369188,3.55E-08,0.17112,-1.20E-06,0.038835,3.44E-07,1.07355,1.04158,0,0,5.32,0.00599619,0.50417,0,0,4.01372,0.697653,-0.053022,4.01377,8.4568,0.0154678,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180342,2.7,0.2202,0.039031,0.764818,0.00143985,0.0325,3.53,0.00158416,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,9.51E-07,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455937,0.050461,6.2613,0.54682,0.00299236,0.00325,0.190379,0.00601129,0.008454,0.403,0.00450281,0.00450303,0.5,0.45,0.2514,0.00900311,2.73,0.00900244,0.0634569,0.0180339,0.12862,1.46E-05,0.00021856,0.22163,0.0029832,0.086124,0.04889,0.0488684,0.0524681,0.015,2.19E-05,0.0513,0.00599933,5.3,0.1046,-0.00101457,0.0039,0.474906,0.05557,0.0130102,0.55783,0.00599849,0.5,0.45,0.00599863,0.4287,0.011996,28.6,0.011996,0.158301,0,0,0.0390307,0.09314,0.1978,-0.00101694,0.023655,-2.98E-06
12,0.130085,0.113612,0.00820887,0.00621022,2.24071,1.18E-05,2.25918,6.99E-09,0.0417941,2.11981,1.64E-06,0.318596,5,0.747425,5,-0.115317,-0.101028,0.021756,-2.74E-06,0.111614,2.05E-07,0.109107,1.20E-07,0.012,0.012,0.0120028,0.732579,7.21E-07,0.727512,6.23E-07,0.0697354,2.71E-06,0.0418119,8.71E-07,4.64012,-1.71E-07,0.333831,-3.69E-06,0.165594,-1.05E-06,0.263262,-3.09E-06,0,3,0,2.50067,5.57E-05,0.325151,1.24E-07,0.398608,9.45E-07,0.465179,-5.62E-06,0.385614,2.35E-06,0.175534,0.22,0.0444663,-4.14E-07,0.0319272,3.40E-07,0.22,0.188073,13.3601,7.75E-06,15.533,2.67E-06,7.42018,2.07E-06,0.158959,2.69E-07,0.097545,1.84E-07,4.6814,4.54E-07,4.25258,-2.11E-05,0.025348,8.54E-07,0.00369191,3.31E-08,0.171118,-1.27E-06,0.0388353,3.07E-07,1.07353,1.04158,0,0,5.32,0.00599615,0.50417,0,0,4.01372,0.697654,-0.0530226,4.01376,8.4568,0.0154678,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180341,2.7,0.2202,0.039031,0.764818,0.00143986,0.0325,3.53,0.00158414,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-4.54E-07,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455932,0.050461,6.2613,0.54682,0.00299191,0.00325,0.190379,0.00601127,0.008454,0.403,0.00450274,0.00450295,0.5,0.45,0.2514,0.00900277,2.73,0.00900192,0.063457,0.0180338,0.12862,1.46E-05,0.00021856,0.22163,0.00298293,0.086124,0.04889,0.0488684,0.0524681,0.015,2.11E-05,0.0513,0.00599924,5.3,0.1046,-0.00101447,0.0039,0.474906,0.05557,0.0130103,0.55783,0.0059985,0.5,0.45,0.00599862,0.4287,0.0119961,28.6,0.0119961,0.158301,0,0,0.0390308,0.09314,0.1978,-0.00101682,0.0236521,-2.83E-06
13,0.130076,0.113612,0.00820761,0.00621022,2.24072,1.01E-05,2.25918,6.64E-09,0.0417942,2.11981,1.67E-06,0.318595,5,0.747445,5,-0.115309,-0.101028,0.0217533,-2.56E-06,0.111614,1.97E-07,0.109107,1.06E-07,0.012,0.012,0.0120027,0.732579,7.39E-07,0.727513,5.48E-07,0.0697382,2.82E-06,0.0418127,7.87E-07,4.64012,-1.66E-07,0.333828,-3.55E-06,0.165593,-1.02E-06,0.263259,-3.05E-06,0,3,0,2.50072,5.57E-05,0.325151,1.11E-07,0.398609,8.60E-07,0.465173,-5.66E-06,0.385616,2.32E-06,0.175534,0.22,0.044466,-3.18E-07,0.0319275,3.07E-07,0.22,0.188072,13.3601,7.48E-06,15.533,2.57E-06,7.42018,1.17E-06,0.158959,1.87E-07,0.0975451,6.06E-08,4.68141,1.59E-06,4.25255,-2.02E-05,0.0253489,9.79E-07,0.00369194,2.94E-08,0.171117,-1.30E-06,0.0388356,2.78E-07,1.07351,1.04158,0,0,5.32,0.00599611,0.50417,0,0,4.01373,0.697655,-0.0530231,4.01375,8.4568,0.0154678,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180339,2.7,0.2202,0.0390309,0.764818,0.00143988,0.0325,3.53,0.00158411,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-1.59E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455927,0.050461,6.2613,0.54682,0.00299161,0.00325,0.190379,0.00601125,0.008454,0.403,0.00450268,0.00450288,0.5,0.45,0.2514,0.00900254,2.73,0.00900156,0.063457,0.0180338,0.12862,1.46E-05,0.00021856,0.22163,0.00298266,0.086124,0.04889,0.0488684,0.0524681,0.015,2.02E-05,0.0513,0.00599915,5.3,0.1046,-0.00101439,0.0039,0.474906,0.05557,0.0130103,0.55783,0.0059985,0.5,0.45,0.00599861,0.4287,0.0119962,28.6,0.0119962,0.158301,0,0,0.0390309,0.09314,0.1978,-0.0010167,0.0236494,-2.68E-06
14,0.130067,0.113612,0.00820651,0.00621022,2.24073,8.76E-06,2.25918,4.95E-09,0.0417944,2.11982,1.67E-06,0.318593,5,0.747465,5,-0.115302,-0.101028,0.0217508,-2.40E-06,0.111614,1.91E-07,0.109107,9.32E-08,0.012,0.012,0.0120025,0.73258,7.42E-07,0.727514,4.80E-07,0.069741,2.86E-06,0.0418134,7.09E-07,4.64012,-1.60E-07,0.333824,-3.43E-06,0.165592,-9.87E-07,0.263256,-3.00E-06,0,3,0,2.50078,5.57E-05,0.325151,1.00E-07,0.39861,7.87E-07,0.465168,-5.59E-06,0.385619,2.27E-06,0.175534,0.22,0.0444657,-2.45E-07,0.0319278,2.80E-07,0.22,0.188072,13.3602,7.22E-06,15.533,2.48E-06,7.42018,5.00E-07,0.158959,1.27E-07,0.0975451,-3.31E-08,4.68141,2.50E-06,4.25253,-1.95E-05,0.0253499,1.06E-06,0.00369196,2.58E-08,0.171116,-1.30E-06,0.0388359,2.54E-07,1.07349,1.04158,0,0,5.32,0.00599607,0.50417,0,0,4.01374,0.697655,-0.0530235,4.01374,8.4568,0.0154679,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180338,2.7,0.2202,0.039031,0.764818,0.00143989,0.0325,3.53,0.00158409,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-2.50E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455922,0.050461,6.2613,0.54682,0.00299141,0.00325,0.190379,0.00601124,0.008454,0.403,0.00450263,0.00450282,0.5,0.45,0.2514,0.0090024,2.73,0.00900135,0.0634571,0.0180337,0.12862,1.46E-05,0.00021856,0.22163,0.00298239,0.086124,0.04889,0.0488684,0.0524681,0.015,1.95E-05,0.0513,0.00599908,5.3,0.1046,-0.00101432,0.0039,0.474906,0.05557,0.0130103,0.55783,0.0059985,0.5,0.45,0.0059986,0.4287,0.0119963,28.6,0.0119963,0.158301,0,0,0.039031,0.09314,0.1978,-0.00101658,0.0236468,-2.54E-06
15,0.13006,0.113612,0.00820556,0.00621022,2.24073,7.73E-06,2.25918,3.06E-09,0.0417945,2.11982,1.66E-06,0.31859,5,0.747484,5,-0.115295,-0.101028,0.0217485,-2.25E-06,0.111615,1.85E-07,0.109107,8.22E-08,0.012,0.012,0.0120024,0.732581,7.36E-07,0.727514,4.19E-07,0.0697439,2.85E-06,0.0418141,6.39E-07,4.64012,-1.55E-07,0.333821,-3.33E-06,0.165591,-9.51E-07,0.263253,-2.96E-06,0,3,0,2.50083,5.57E-05,0.325151,9.20E-08,0.39861,7.26E-07,0.465162,-5.45E-06,0.385621,2.21E-06,0.175535,0.22,0.0444655,-1.90E-07,0.0319281,2.56E-07,0.22,0.188072,13.3602,6.99E-06,15.533,2.39E-06,7.42018,-6.61E-09,0.158959,8.20E-08,0.0975451,-1.04E-07,4.68141,3.25E-06,4.25252,-1.87E-05,0.025351,1.10E-06,0.00369199,2.25E-08,0.171114,-1.29E-06,0.0388361,2.33E-07,1.07348,1.04158,0,0,5.32,0.00599605,0.50417,0,0,4.01375,0.697656,-0.0530239,4.01374,8.4568,0.0154679,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180338,2.7,0.2202,0.039031,0.764818,0.0014399,0.0325,3.53,0.00158407,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-3.25E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455916,0.050461,6.2613,0.54682,0.00299128,0.00325,0.190379,0.00601122,0.008454,0.403,0.00450259,0.00450277,0.5,0.45,0.2514,0.00900232,2.73,0.00900122,0.0634572,0.0180337,0.12862,1.46E-05,0.00021856,0.22163,0.00298213,0.086124,0.04889,0.0488684,0.0524681,0.015,1.87E-05,0.0513,0.00599901,5.3,0.1046,-0.00101425,0.0039,0.474906,0.05557,0.0130104,0.55783,0.00599851,0.5,0.45,0.00599859,0.4287,0.0119964,28.6,0.0119964,0.158301,0,0,0.0390311,0.09314,0.1978,-0.00101646,0.0236443,-2.40E-06
16,0.130053,0.113612,0.00820471,0.00621022,2.24074,6.92E-06,2.25918,1.35E-09,0.0417946,2.11982,1.63E-06,0.318586,5,0.747502,5,-0.11529,-0.101028,0.0217463,-2.12E-06,0.111615,1.78E-07,0.109107,7.21E-08,0.012,0.012,0.0120023,0.732582,7.24E-07,0.727514,3.64E-07,0.0697467,2.82E-06,0.0418147,5.77E-07,4.64012,-1.51E-07,0.333817,-3.23E-06,0.16559,-9.13E-07,0.26325,-2.92E-06,0,3,0,2.50089,5.57E-05,0.325151,8.54E-08,0.398611,6.74E-07,0.465157,-5.27E-06,0.385623,2.14E-06,0.175535,0.22,0.0444653,-1.49E-07,0.0319283,2.33E-07,0.22,0.188072,13.3602,6.77E-06,15.5331,2.31E-06,7.42018,-3.85E-07,0.158959,4.90E-08,0.097545,-1.57E-07,4.68141,3.86E-06,4.2525,-1.80E-05,0.0253521,1.11E-06,0.00369201,2.00E-08,0.171113,-1.26E-06,0.0388363,2.13E-07,1.07346,1.04158,0,0,5.32,0.00599602,0.50417,0,0,4.01375,0.697657,-0.0530243,4.01374,8.4568,0.0154679,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180337,2.7,0.2202,0.0390311,0.764818,0.00143991,0.0325,3.53,0.00158405,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-3.86E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.0045591,0.050461,6.2613,0.54682,0.00299122,0.00325,0.190379,0.00601121,0.008454,0.403,0.00450255,0.00450272,0.5,0.45,0.2514,0.00900228,2.73,0.00900116,0.0634573,0.0180336,0.12862,1.46E-05,0.00021856,0.22163,0.00298188,0.086124,0.04889,0.0488684,0.0524681,0.015,1.80E-05,0.0513,0.00599895,5.3,0.1046,-0.0010142,0.0039,0.474906,0.05557,0.0130104,0.55783,0.00599851,0.5,0.45,0.00599858,0.4287,0.0119964,28.6,0.0119964,0.158301,0,0,0.0390312,0.09314,0.1978,-0.00101634,0.023642,-2.28E-06
17,0.130047,0.113612,0.00820395,0.00621022,2.24075,6.29E-06,2.25918,3.46E-10,0.0417946,2.11982,1.60E-06,0.318582,5,0.74752,5,-0.115285,-0.101028,0.0217443,-1.99E-06,0.111615,1.72E-07,0.109107,6.27E-08,0.012,0.012,0.0120022,0.732582,7.09E-07,0.727515,3.14E-07,0.0697495,2.76E-06,0.0418153,5.21E-07,4.64012,-1.46E-07,0.333814,-3.15E-06,0.16559,-8.75E-07,0.263247,-2.88E-06,0,3,0,2.50095,5.57E-05,0.325151,7.98E-08,0.398612,6.31E-07,0.465152,-5.06E-06,0.385625,2.07E-06,0.175535,0.22,0.0444651,-1.18E-07,0.0319286,2.10E-07,0.22,0.188071,13.3602,6.57E-06,15.5331,2.22E-06,7.42018,-6.71E-07,0.158959,2.32E-08,0.0975448,-1.97E-07,4.68142,4.36E-06,4.25248,-1.73E-05,0.0253532,1.11E-06,0.00369203,1.81E-08,0.171112,-1.23E-06,0.0388365,1.92E-07,1.07345,1.04158,0,0,5.32,0.00599601,0.50417,0,0,4.01376,0.697657,-0.0530247,4.01375,8.4568,0.0154679,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180336,2.7,0.2202,0.0390311,0.764818,0.00143992,0.0325,3.53,0.00158403,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-4.36E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455905,0.050461,6.2613,0.54682,0.00299119,0.00325,0.190379,0.0060112,0.008454,0.403,0.00450251,0.00450268,0.5,0.45,0.2514,0.00900227,2.73,0.00900115,0.0634573,0.0180336,0.12862,1.46E-05,0.00021856,0.22163,0.00298164,0.086124,0.04889,0.0488684,0.0524681,0.015,1.73E-05,0.0513,0.00599889,5.3,0.1046,-0.00101415,0.0039,0.474906,0.05557,0.0130104,0.55783,0.00599851,0.5,0.45,0.00599857,0.4287,0.0119965,28.6,0.0119965,0.158301,0,0,0.0390313,0.09314,0.1978,-0.00101622,0.0236398,-2.15E-06
18,0.130042,0.113612,0.00820325,0.00621022,2.24075,5.78E-06,2.25918,-5.92E-10,0.0417947,2.11982,1.57E-06,0.318577,5,0.747537,5,-0.11528,-0.101028,0.0217423,-1.87E-06,0.111615,1.65E-07,0.109107,5.42E-08,0.012,0.012,0.012002,0.732583,6.91E-07,0.727515,2.70E-07,0.0697522,2.69E-06,0.0418158,4.70E-07,4.64012,-1.43E-07,0.333811,-3.08E-06,0.165589,-8.38E-07,0.263244,-2.85E-06,0,3,0,2.501,5.57E-05,0.325152,7.54E-08,0.398612,5.95E-07,0.465147,-4.83E-06,0.385627,1.99E-06,0.175535,0.22,0.044465,-9.31E-08,0.0319288,1.89E-07,0.22,0.188071,13.3602,6.38E-06,15.5331,2.14E-06,7.42018,-8.87E-07,0.158959,3.77E-09,0.0975446,-2.27E-07,4.68142,4.79E-06,4.25246,-1.66E-05,0.0253543,1.10E-06,0.00369205,1.64E-08,0.171111,-1.19E-06,0.0388367,1.73E-07,1.07344,1.04158,0,0,5.32,0.00599599,0.50417,0,0,4.01377,0.697658,-0.053025,4.01375,8.4568,0.0154679,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180335,2.7,0.2202,0.0390312,0.764818,0.00143993,0.0325,3.53,0.00158401,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-4.79E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455899,0.050461,6.2613,0.54682,0.00299118,0.00325,0.190378,0.00601118,0.008454,0.403,0.00450248,0.00450264,0.5,0.45,0.2514,0.00900227,2.73,0.00900117,0.0634574,0.0180335,0.12862,1.46E-05,0.00021856,0.22163,0.00298141,0.086124,0.04889,0.0488684,0.0524681,0.015,1.66E-05,0.0513,0.00599884,5.3,0.1046,-0.00101411,0.0039,0.474906,0.05557,0.0130105,0.55783,0.00599851,0.5,0.45,0.00599857,0.4287,0.0119966,28.6,0.0119965,0.158301,0,0,0.0390314,0.09314,0.1978,-0.0010161,0.0236377,-2.04E-06
19,0.130037,0.113612,0.00820261,0.00621022,2.24076,5.37E-06,2.25918,-8.77E-10,0.0417947,2.11982,1.55E-06,0.318573,5,0.747553,5,-0.115276,-0.101028,0.0217405,-1.77E-06,0.111615,1.58E-07,0.109107,4.65E-08,0.012,0.012,0.0120019,0.732584,6.72E-07,0.727515,2.30E-07,0.0697548,2.61E-06,0.0418162,4.24E-07,4.64012,-1.39E-07,0.333808,-3.01E-06,0.165588,-8.01E-07,0.263241,-2.81E-06,0,3,0,2.50106,5.57E-05,0.325152,7.12E-08,0.398613,5.65E-07,0.465142,-4.60E-06,0.385629,1.91E-06,0.175535,0.22,0.044465,-7.40E-08,0.0319289,1.70E-07,0.22,0.188071,13.3602,6.19E-06,15.5331,2.06E-06,7.42018,-1.05E-06,0.158959,-1.26E-08,0.0975443,-2.47E-07,4.68143,5.14E-06,4.25245,-1.59E-05,0.0253554,1.08E-06,0.00369206,1.49E-08,0.17111,-1.15E-06,0.0388369,1.55E-07,1.07343,1.04158,0,0,5.32,0.00599598,0.50417,0,0,4.01377,0.697658,-0.0530253,4.01375,8.4568,0.0154679,0.0489,9.92,0.00297414,0.0098394,0.2457,0.0180335,2.7,0.2202,0.0390313,0.764818,0.00143994,0.0325,3.53,0.00158399,0.038089,0,0.0208,0.0356411,0.035657,0.0243,0.02073,-5.14E-06,1,1,3.52E-05,4.92E-05,0.5,9.08E-05,0.0001528,0,0.3,0.00455894,0.050461,6.2613,0.54682,0.0029912,0.00325,0.190378,0.00601117,0.008454,0.403,0.00450245,0.00450261,0.5,0.45,0.2514,0.00900229,2.73,0.00900121,0.0634574,0.0180335,0.12862,1.46E-05,0.00021856,0.22163,0.00298119,0.086124,0.04889,0.0488684,0.0524681,0.015,1.59E-05,0.0513,0.00599879,5.3,0.1046,-0.00101408,0.0039,0.474906,0.05557,0.0130105,0.55783,0.00599852,0.5,0.45,0.00599856,0.4287,0.0119966,28.6,0.0119966,0.158301,0,0,0.0390315,0.09314,0.1978,-0.00101599,0.0236357,-1.93E-06
